,Total Household Income
21319,115559
21320,93125
21321,145874
21322,166180
21323,173657
21324,215932
21325,149400
21326,187435
21327,57695
21328,120996
21329,91164
21330,56451
21331,96333
21332,96685
21333,110496
21334,392191
21335,95051
21336,128995
21337,123751
21338,79586
21339,144732
21340,319167
21341,203112
21342,235536
21343,123369
21344,352664
21345,204494
21346,93376
21347,117894
21348,110045
21349,646012
21350,142581
21351,60980
21352,109818
21353,83039
21354,84715
21355,195562
21356,94575
21357,392252
21358,96418
21359,110958
21360,187718
21361,465433
21362,33973
21363,181457
21364,76365
21365,169856
21366,215663
21367,156992
21368,86947
21369,150222
21370,101134
21371,86537
21372,205970
21373,110644
21374,175172
21375,99827
21376,50851
21377,37532
21378,78232
21379,129677
21380,87622
21381,108203
21382,187754
21383,79640
21384,71277
21385,107375
21386,98193
21387,71719
21388,263317
21389,44339
21390,119832
21391,107372
21392,102778
21393,103390
21394,198934
21395,82345
21396,91601
21397,82185
21398,93014
21399,92316
21400,51784
21401,38895
21402,78774
21403,419904
21404,943608
21405,89361
21406,55352
21407,94068
21408,81717
21409,51386
21410,333728
21411,140062
21412,112383
21413,74072
21414,77519
21415,72545
21416,74445
21417,72768
21418,35863
21419,64884
21420,55102
21421,656133
21422,77274
21423,300365
21424,95048
21425,51389
21426,51621
21427,88456
21428,95518
21429,102495
21430,107187
21431,104656
21432,65610
21433,52840
21434,94813
21435,24825
21436,94600
21437,72401
21438,163744
21439,80128
21440,86433
21441,129645
21442,119510
21443,90484
21444,112637
21445,115696
21446,70026
21447,118505
21448,111962
21449,56260
21450,116240
21451,34291
21452,85974
21453,49767
21454,102252
21455,121330
21456,93490
21457,91800
21458,61025
21459,382882
21460,81879
21461,122549
21462,75950
21463,112011
21464,84455
21465,112888
21466,96968
21467,104413
21468,676530
21469,664191
21470,126618
21471,158815
21472,329120
21473,270402
21474,259843
21475,203342
21476,144779
21477,89133
21478,392819
21479,89140
21480,140333
21481,107365
21482,104708
21483,94309
21484,112947
21485,97022
21486,84912
21487,54704
21488,92838
21489,74722
21490,69142
21491,77505
21492,62362
21493,142541
21494,193988
21495,95146
21496,78822
21497,87683
21498,83691
21499,71182
21500,92326
21501,39981
21502,85934
21503,23223
21504,88741
21505,78944
21506,82025
21507,215666
21508,95085
21509,75455
21510,19541
21511,104768
21512,172186
21513,85396
21514,82339
21515,139272
21516,113168
21517,33650
21518,39520
21519,83441
21520,142631
21521,114099
21522,65500
21523,109534
21524,111630
21525,219599
21526,114004
21527,107508
21528,50437
21529,132609
21530,127654
21531,133817
21532,165496
21533,140566
21534,143100
21535,184049
21536,128114
21537,240524
21538,169610
21539,231015
21540,87027
21541,84101
21542,139891
21543,59568
21544,94479
21545,109620
21546,137443
21547,54569
21548,113201
21549,102292
21550,93996
21551,53622
21552,117028
21553,94643
21554,96009
21555,77398
21556,103271
21557,59085
21558,127881
21559,105590
21560,115045
21561,83164
21562,89555
21563,43737
21564,129915
21565,88826
21566,63946
21567,24638
21568,59462
21569,37213
21570,81471
21571,104837
21572,51983
21573,570416
21574,151985
21575,57476
21576,40528
21577,61476
21578,101037
21579,159935
21580,98828
21581,345239
21582,299829
21583,182828
21584,160569
21585,804600
21586,97880
21587,68200
21588,80932
21589,136111
21590,129305
21591,57266
21592,59199
21593,547333
21594,713915
21595,81413
21596,36715
21597,72559
21598,68602
21599,62945
21600,29413
21601,58892
21602,131520
21603,89292
21604,301667
21605,86260
21606,335552
21607,117452
21608,80111
21609,106665
21610,174240
21611,273107
21612,117918
21613,264644
21614,121697
21615,320110
21616,494243
21617,199264
21618,518410
21619,543636
21620,445776
21621,941839
21622,378852
21623,438979
21624,75626
21625,94792
21626,218255
21627,123215
21628,86962
21629,69599
21630,108423
21631,39441
21632,261657
21633,159672
21634,145019
21635,46790
21636,80172
21637,136483
21638,129898
21639,29867
21640,127598
21641,166519
21642,91495
21643,104231
21644,190260
21645,157948
21646,287764
21647,119428
21648,118220
21649,87316
21650,69038
21651,588832
21652,90706
21653,575700
21654,28260
21655,63108
21656,54624
21657,60325
21658,28630
21659,127928
21660,323381
21661,75351
21662,168011
21663,47974
21664,174527
21665,174899
21666,92179
21667,362000
21668,103686
21669,116614
21670,119089
21671,145904
21672,178200
21673,194596
21674,270052
21675,134379
21676,128811
21677,70509
21678,66569
21679,374600
21680,65870
21681,237096
21682,387630
21683,118030
21684,289250
21685,130381
21686,167061
21687,101615
21688,229950
21689,127795
21690,382620
21691,127886
21692,233851
21693,223490
21694,126626
21695,73961
21696,122417
21697,181482
21698,200385
21699,508064
21700,822680
21701,374759
21702,863360
21703,100839
21704,436798
21705,108711
21706,98922
21707,85500
21708,133072
21709,62147
21710,220920
21711,119860
21712,227857
21713,213240
21714,1033700
21715,55202
21716,174337
21717,106200
21718,87300
21719,137000
21720,349298
21721,135300
21722,231580
21723,185698
21724,159734
21725,53960
21726,125440
21727,79800
21728,92279
21729,143189
21730,58012
21731,50173
21732,181060
21733,194910
21734,82006
21735,259967
21736,533320
21737,225323
21738,443730
21739,220722
21740,140065
21741,527291
21742,641570
21743,351554
21744,98688
21745,106952
21746,66662
21747,118973
21748,90614
21749,103948
21750,78345
21751,391410
21752,210220
21753,55106
21754,113092
21755,121159
21756,209398
21757,471382
21758,76298
21759,73609
21760,178028
21761,425092
21762,47661
21763,258870
21764,104055
21765,62905
21766,157661
21767,208110
21768,17913
21769,129640
21770,100384
21771,177410
21772,287487
21773,193000
21774,140816
21775,84256
21776,104560
21777,68480
21778,272669
21779,84230
21780,224813
21781,66111
21782,112950
21783,81924
21784,151249
21785,78447
21786,114509
21787,113221
21788,65532
21789,84665
21790,203828
21791,152601
21792,441116
21793,144597
21794,32820
21795,67760
21796,260552
21797,124501
21798,53838
21799,116197
21800,127791
21801,572747
21802,181952
21803,443405
21804,26832
21805,91223
21806,84622
21807,114425
21808,51161
21809,125112
21810,58064
21811,176680
21812,57851
21813,92385
21814,128030
21815,115711
21816,84406
21817,162931
21818,188080
21819,167118
21820,309914
21821,56257
21822,458299
21823,114890
21824,146145
21825,210571
21826,1118691
21827,169463
21828,147001
21829,121269
21830,1123471
21831,86718
21832,165972
21833,211086
21834,130145
21835,145280
21836,96166
21837,130190
21838,452868
21839,520186
21840,677084
21841,144361
21842,384800
21843,269930
21844,842938
21845,86704
21846,85955
21847,38655
21848,60255
21849,266600
21850,119199
21851,197980
21852,90690
21853,99027
21854,53665
21855,69978
21856,141786
21857,716328
21858,73215
21859,88299
21860,96555
21861,75345
21862,318355
21863,981665
21864,220033
21865,283117
21866,35167
21867,72542
21868,239323
21869,122764
21870,73908
21871,89950
21872,71263
21873,249755
21874,167447
21875,101934
21876,416940
21877,303056
21878,142588
21879,266219
21880,186500
21881,293519
21882,1087350
21883,339088
21884,189812
21885,290594
21886,221883
21887,353210
21888,340212
21889,1779497
21890,585408
21891,391488
21892,649038
21893,132990
21894,1087420
21895,148363
21896,326696
21897,176300
21898,450250
21899,580128
21900,739668
21901,2598050
21902,1420300
21903,273184
21904,1273000
21905,295578
21906,247651
21907,364133
21908,106235
21909,1352790
21910,169483
21911,389995
21912,346687
21913,356717
21914,161308
21915,484641
21916,393990
21917,225690
21918,152766
21919,153820
21920,492870
21921,146025
21922,208540
21923,235458
21924,281881
21925,398885
21926,86944
21927,270908
21928,141238
21929,285475
21930,1240000
21931,750050
21932,465000
21933,360341
21934,992000
21935,442800
21936,188688
21937,280084
21938,153670
21939,142978
21940,141238
21941,122300
21942,224904
21943,135634
21944,123540
21945,110256
21946,223996
21947,344270
21948,153883
21949,280900
21950,327724
21951,46486
21952,471972
21953,744002
21954,217293
21955,382762
21956,585038
21957,811898
21958,361500
21959,738702
21960,466880
21961,555712
21962,315535
21963,237036
21964,134770
21965,320634
21966,236860
21967,228840
21968,281180
21969,186012
21970,253305
21971,210252
21972,351355
21973,229500
21974,267000
21975,134000
21976,166440
21977,173236
21978,128213
21979,260292
21980,381338
21981,312493
21982,94813
21983,603580
21984,109659
21985,518419
21986,618165
21987,278004
21988,196830
21989,874842
21990,416618
21991,232320
21992,605910
21993,112470
21994,539486
21995,157870
21996,993272
21997,323925
21998,84939
21999,365376
22000,134823
22001,184760
22002,512734
22003,75017
22004,395770
22005,87987
22006,491870
22007,143106
22008,148778
22009,100560
22010,249466
22011,180766
22012,304309
22013,113796
22014,485904
22015,178616
22016,191874
22017,127480
22018,215642
22019,122273
22020,339700
22021,443230
22022,281701
22023,188985
22024,129886
22025,131850
22026,260042
22027,184149
22028,689234
22029,270333
22030,709008
22031,233740
22032,212620
22033,95956
22034,444358
22035,577798
22036,349648
22037,507060
22038,611574
22039,390521
22040,220798
22041,318366
22042,360995
22043,359300
22044,418690
22045,629832
22046,292887
22047,166936
22048,271924
22049,307030
22050,245370
22051,410032
22052,293759
22053,184702
22054,69962
22055,113632
22056,634845
22057,416609
22058,218720
22059,167567
22060,147420
22061,207958
22062,150596
22063,181042
22064,204337
22065,465124
22066,364214
22067,1049802
22068,387348
22069,396500
22070,142659
22071,478296
22072,525410
22073,194346
22074,310214
22075,373771
22076,197423
22077,573913
22078,121868
22079,143400
22080,114040
22081,965904
22082,182653
22083,133485
22084,1278446
22085,310180
22086,357728
22087,146817
22088,253652
22089,62271
22090,479096
22091,591768
22092,454900
22093,256030
22094,89448
22095,84009
22096,84000
22097,172560
22098,253835
22099,237355
22100,89900
22101,284640
22102,314663
22103,119500
22104,119975
22105,425664
22106,569782
22107,139790
22108,203239
22109,147220
22110,256792
22111,586660
22112,252380
22113,241766
22114,405169
22115,276064
22116,229373
22117,757765
22118,98412
22119,129352
22120,143573
22121,117661
22122,194219
22123,42510
22124,58696
22125,113114
22126,184500
22127,223449
22128,118045
22129,155523
22130,86139
22131,37376
22132,122100
22133,313543
22134,131336
22135,113736
22136,252420
22137,86150
22138,243000
22139,95938
22140,259659
22141,368002
22142,186139
22143,474891
22144,344000
22145,412387
22146,305620
22147,541498
22148,1643880
22149,845500
22150,412115
22151,444730
22152,359724
22153,1691518
22154,291254
22155,561035
22156,594000
22157,514860
22158,331250
22159,207673
22160,137828
22161,256400
22162,410324
22163,103475
22164,386437
22165,690185
22166,272876
22167,218512
22168,138745
22169,248971
22170,68186
22171,532864
22172,269591
22173,165761
22174,126546
22175,135946
22176,96315
22177,181258
22178,53806
22179,120477
22180,85187
22181,73000
22182,365008
22183,209719
22184,189256
22185,641500
22186,172520
22187,246100
22188,269623
22189,105941
22190,469966
22191,171400
22192,31724
22193,467666
22194,484116
22195,144103
22196,258776
22197,272002
22198,102246
22199,114295
22200,73566
22201,67970
22202,52236
22203,120120
22204,139829
22205,96265
22206,131752
22207,142994
22208,289400
22209,206230
22210,185965
22211,142660
22212,204644
22213,385620
22214,81870
22215,621706
22216,49852
22217,155834
22218,210418
22219,146860
22220,122189
22221,297047
22222,118876
22223,236835
22224,481406
22225,426072
22226,322103
22227,236759
22228,96934
22229,102085
22230,181722
22231,167000
22232,114248
22233,66299
22234,170127
22235,481396
22236,129103
22237,301058
22238,113475
22239,89760
22240,68685
22241,90361
22242,135022
22243,81264
22244,66182
22245,106997
22246,177507
22247,143266
22248,165477
22249,167669
22250,159458
22251,114900
22252,133873
22253,65936
22254,71449
22255,64945
22256,82756
22257,35601
22258,66481
22259,128241
22260,118874
22261,78594
22262,184145
22263,238354
22264,141176
22265,60604
22266,92851
22267,98484
22268,143009
22269,134059
22270,106363
22271,152107
22272,157776
22273,165924
22274,59856
22275,137021
22276,299597
22277,163873
22278,345311
22279,63035
22280,47679
22281,93242
22282,109601
22283,44521
22284,68434
22285,132116
22286,86370
22287,103566
22288,65046
22289,120240
22290,95603
22291,61270
22292,70284
22293,215690
22294,115252
22295,109208
22296,101087
22297,227869
22298,195098
22299,268157
22300,132590
22301,202382
22302,345188
22303,85158
22304,214072
22305,131220
22306,87778
22307,217278
22308,210371
22309,108307
22310,337774
22311,236494
22312,120055
22313,166829
22314,439027
22315,1032419
22316,421330
22317,341690
22318,144774
22319,634003
22320,273769
22321,149478
22322,113864
22323,67774
22324,127528
22325,56490
22326,304476
22327,103725
22328,74084
22329,273279
22330,199988
22331,161720
22332,1145524
22333,569622
22334,405428
22335,71982
22336,268203
22337,187238
22338,138990
22339,127173
22340,177205
22341,167310
22342,369923
22343,272965
22344,217048
22345,87968
22346,57769
22347,128673
22348,323870
22349,100075
22350,84049
22351,598403
22352,84194
22353,355392
22354,112583
22355,94717
22356,145445
22357,58150
22358,79739
22359,163938
22360,83250
22361,57135
22362,228833
22363,135060
22364,204580
22365,327550
22366,139838
22367,205795
22368,74755
22369,127850
22370,273937
22371,141320
22372,81445
22373,123224
22374,89797
22375,138143
22376,82028
22377,231609
22378,219198
22379,138768
22380,171520
22381,94690
22382,239625
22383,134440
22384,127930
22385,519882
22386,276840
22387,245605
22388,216224
22389,94340
22390,487600
22391,121076
22392,216961
22393,106577
22394,128586
22395,159252
22396,142954
22397,257222
22398,117398
22399,139998
22400,159556
22401,190288
22402,470056
22403,118285
22404,204110
22405,159158
22406,216358
22407,100490
22408,95046
22409,103554
22410,447968
22411,554538
22412,241336
22413,121528
22414,149400
22415,464014
22416,889404
22417,99170
22418,357624
22419,96230
22420,389600
22421,160529
22422,496975
22423,93773
22424,151819
22425,106790
22426,84384
22427,169443
22428,173337
22429,164525
22430,98660
22431,87394
22432,134570
22433,129530
22434,192673
22435,164184
22436,111330
22437,61469
22438,88290
22439,201079
22440,77145
22441,94887
22442,105305
22443,50529
22444,700485
22445,36498
22446,83182
22447,178105
22448,153718
22449,225394
22450,43974
22451,105884
22452,1305080
22453,63390
22454,388762
22455,45572
22456,219850
22457,105228
22458,129905
22459,134641
22460,98182
22461,258555
22462,72395
22463,127370
22464,230426
22465,86962
22466,121719
22467,76292
22468,78011
22469,81333
22470,62895
22471,148818
22472,68303
22473,63810
22474,35614
22475,67056
22476,107102
22477,140833
22478,119920
22479,554543
22480,37127
22481,42287
22482,260142
22483,68340
22484,42870
22485,139410
22486,35040
22487,83575
22488,381944
22489,105541
22490,165245
22491,293700
22492,47080
22493,89655
22494,144615
22495,226320
22496,134780
22497,127779
22498,115510
22499,112098
22500,249505
22501,80644
22502,109985
22503,382630
22504,231599
22505,194231
22506,151163
22507,236725
22508,138260
22509,147900
22510,219570
22511,128835
22512,102141
22513,119035
22514,127065
22515,188942
22516,129013
22517,135292
22518,257502
22519,272815
22520,258938
22521,181390
22522,81618
22523,444226
22524,241916
22525,249365
22526,164540
22527,308284
22528,71597
22529,196205
22530,107670
22531,101510
22532,177814
22533,294595
22534,109815
22535,99445
22536,188936
22537,143165
22538,102592
22539,112577
22540,118354
22541,147871
22542,124790
22543,113961
22544,111041
22545,181744
22546,168102
22547,781589
22548,143440
22549,51688
22550,248703
22551,125895
22552,289965
22553,135324
22554,312510
22555,80568
22556,136180
22557,60737
22558,149875
22559,60020
22560,46706
22561,85730
22562,126718
22563,111255
22564,114312
22565,56179
22566,61504
22567,45475
22568,50672
22569,58620
22570,254425
22571,123410
22572,159825
22573,48215
22574,48490
22575,122845
22576,82725
22577,170135
22578,78644
22579,99105
22580,183460
22581,127085
22582,115771
22583,323488
22584,178838
22585,112433
22586,123078
22587,122154
22588,99006
22589,125835
22590,70010
22591,142405
22592,117899
22593,85182
22594,533654
22595,88861
22596,142918
22597,176222
22598,611110
22599,160345
22600,530550
22601,249084
22602,322864
22603,267064
22604,390253
22605,109860
22606,247668
22607,216117
22608,433008
22609,127230
22610,73384
22611,115625
22612,65407
22613,60177
22614,105960
22615,169976
22616,116415
22617,115835
22618,152550
22619,170010
22620,493923
22621,223311
22622,179759
22623,75472
22624,159322
22625,105400
22626,141481
22627,144730
22628,240220
22629,309858
22630,163721
22631,202013
22632,310887
22633,625760
22634,213467
22635,70359
22636,208515
22637,31621
22638,11988
22639,72336
22640,17294
22641,115280
22642,37694
22643,111003
22644,89520
22645,85996
22646,120865
22647,202845
22648,40606
22649,77981
22650,26430
22651,99268
22652,73035
22653,68220
22654,85572
22655,76245
22656,184722
22657,50450
22658,66280
22659,114303
22660,271490
22661,129226
22662,100011
22663,67532
22664,157506
22665,110264
22666,304850
22667,106204
22668,129609
22669,46600
22670,165197
22671,120800
22672,179168
22673,101864
22674,240180
22675,307907
22676,81955
22677,142874
22678,331280
22679,184198
22680,710880
22681,482660
22682,834234
22683,144562
22684,88926
22685,1132498
22686,399310
22687,308557
22688,150615
22689,221521
22690,146061
22691,305230
22692,220380
22693,165949
22694,211873
22695,161900
22696,184088
22697,345599
22698,104080
22699,196742
22700,293211
22701,266797
22702,261634
22703,405696
22704,574340
22705,279932
22706,143321
22707,291203
22708,135666
22709,354000
22710,394198
22711,668430
22712,180846
22713,202591
22714,346686
22715,265034
22716,359487
22717,634885
22718,118225
22719,86790
22720,95950
22721,101980
22722,175078
22723,147968
22724,250152
22725,614030
22726,410280
22727,306828
22728,298938
22729,189766
22730,240452
22731,134803
22732,546892
22733,575303
22734,264604
22735,353000
22736,380338
22737,291972
22738,175080
22739,126524
22740,315640
22741,130736
22742,198045
22743,201566
22744,385630
22745,260998
22746,173912
22747,225420
22748,225032
22749,497088
22750,233424
22751,122629
22752,376350
22753,351306
22754,204185
22755,488254
22756,224120
22757,103936
22758,223110
22759,125574
22760,283004
22761,126340
22762,186069
22763,166880
22764,281130
22765,124516
22766,201372
22767,439917
22768,286449
22769,141272
22770,364828
22771,225660
22772,244723
22773,395428
22774,150200
22775,485023
22776,156658
22777,891201
22778,204331
22779,292328
22780,655640
22781,186788
22782,223710
22783,115332
22784,336914
22785,133360
22786,151562
22787,194993
22788,64507
22789,146143
22790,159242
22791,170861
22792,483999
22793,94612
22794,237194
22795,252380
22796,337697
22797,197444
22798,346317
22799,162917
22800,232264
22801,245153
22802,434406
22803,121259
22804,1955231
22805,114524
22806,313108
22807,267493
22808,100863
22809,173018
22810,537453
22811,88901
22812,130441
22813,88968
22814,150920
22815,682996
22816,450017
22817,170167
22818,142978
22819,110956
22820,598722
22821,293044
22822,213766
22823,290600
22824,220028
22825,272200
22826,522083
22827,349300
22828,878821
22829,1030590
22830,1128100
22831,115810
22832,281104
22833,556436
22834,844160
22835,566171
22836,120408
22837,182040
22838,416660
22839,164028
22840,173951
22841,126383
22842,175570
22843,67137
22844,304414
22845,117548
22846,135805
22847,143243
22848,64770
22849,131987
22850,126700
22851,101208
22852,134930
22853,222430
22854,138890
22855,92012
22856,98155
22857,241717
22858,169018
22859,114972
22860,103320
22861,221558
22862,108190
22863,103384
22864,109422
22865,214375
22866,200160
22867,414725
22868,79487
22869,511470
22870,360793
22871,140966
22872,98170
22873,213950
22874,460054
22875,117468
22876,82618
22877,67224
22878,72208
22879,95771
22880,106408
22881,122322
22882,64655
22883,37181
22884,84044
22885,72891
22886,34606
22887,236568
22888,101506
22889,139331
22890,343920
22891,147370
22892,90960
22893,207400
22894,199450
22895,176995
22896,150745
22897,171140
22898,448250
22899,451905
22900,177496
22901,112710
22902,48753
22903,167372
22904,844648
22905,284138
22906,123760
22907,658300
22908,137200
22909,727208
22910,114960
22911,28855
22912,215800
22913,438975
22914,256825
22915,207524
22916,130598
22917,200135
22918,426947
22919,206554
22920,100298
22921,518933
22922,91040
22923,218178
22924,88934
22925,138750
22926,93638
22927,107015
22928,223690
22929,138074
22930,130760
22931,156830
22932,636269
22933,83750
22934,136179
22935,266973
22936,103755
22937,124521
22938,351651
22939,527235
22940,141599
22941,77390
22942,114099
22943,94651
22944,910380
22945,174872
22946,184494
22947,51451
22948,268919
22949,126984
22950,138946
22951,244601
22952,68458
22953,114285
22954,80902
22955,90065
22956,54084
22957,128515
22958,124426
22959,113378
22960,128345
22961,165386
22962,125601
22963,136957
22964,102947
22965,70612
22966,93046
22967,150495
22968,157633
22969,84393
22970,150232
22971,198722
22972,121741
22973,145698
22974,54674
22975,117564
22976,105609
22977,70985
22978,71040
22979,57255
22980,41948
22981,131756
22982,48045
22983,362760
22984,30460
22985,193010
22986,94693
22987,108906
22988,305457
22989,365745
22990,282358
22991,83500
22992,46550
22993,103500
22994,41870
22995,109861
22996,66291
22997,92750
22998,220536
22999,89834
23000,50555
23001,137295
23002,112827
23003,136737
23004,99567
23005,63175
23006,245765
23007,58342
23008,114854
23009,123405
23010,105020
23011,36145
23012,44675
23013,74655
23014,88124
23015,98250
23016,68098
23017,62581
23018,87443
23019,78321
23020,59831
23021,71851
23022,41122
23023,87423
23024,86197
23025,92489
23026,110598
23027,46570
23028,47004
23029,87381
23030,73073
23031,76425
23032,54460
23033,264942
23034,89991
23035,511758
23036,714695
23037,948700
23038,206334
23039,220776
23040,102568
23041,114700
23042,255190
23043,199100
23044,142200
23045,225927
23046,649783
23047,123264
23048,75812
23049,141260
23050,274548
23051,150566
23052,139146
23053,242197
23054,266131
23055,75129
23056,371616
23057,83963
23058,136032
23059,217771
23060,394092
23061,134496
23062,175012
23063,97855
23064,61276
23065,151341
23066,269883
23067,61734
23068,121755
23069,101939
23070,131920
23071,96084
23072,43823
23073,139985
23074,49009
23075,114615
23076,221928
23077,85815
23078,173187
23079,106526
23080,67780
23081,175482
23082,116146
23083,70078
23084,82085
23085,66410
23086,80006
23087,44851
23088,87017
23089,88805
23090,186116
23091,68531
23092,180292
23093,85552
23094,188916
23095,97562
23096,71872
23097,94835
23098,315475
23099,131842
23100,168177
23101,134015
23102,111849
23103,80347
23104,79890
23105,97222
23106,145640
23107,166505
23108,88810
23109,542576
23110,130667
23111,102218
23112,323835
23113,87413
23114,175808
23115,148300
23116,359566
23117,1928186
23118,387378
23119,442226
23120,117170
23121,212021
23122,89924
23123,572019
23124,262214
23125,441100
23126,83870
23127,187296
23128,114760
23129,120170
23130,100969
23131,178665
23132,100667
23133,61690
23134,93227
23135,29746
23136,98188
23137,121358
23138,48002
23139,132420
23140,131425
23141,170606
23142,156970
23143,92996
23144,38222
23145,71082
23146,83215
23147,795230
23148,118414
23149,88350
23150,62879
23151,611446
23152,45019
23153,107471
23154,381332
23155,110019
23156,126818
23157,121500
23158,67848
23159,76113
23160,140599
23161,180600
23162,70636
23163,260510
23164,161916
23165,94553
23166,93955
23167,245887
23168,121380
23169,677912
23170,63335
23171,95280
23172,672074
23173,212540
23174,143069
23175,105232
23176,353807
23177,572818
23178,132041
23179,77252
23180,28880
23181,94219
23182,73950
23183,74865
23184,289331
23185,48715
23186,183947
23187,77358
23188,47996
23189,135346
23190,132890
23191,62869
23192,131926
23193,95827
23194,67926
23195,117575
23196,117321
23197,178128
23198,171439
23199,149837
23200,73998
23201,476879
23202,42068
23203,250285
23204,103327
23205,62414
23206,63673
23207,152410
23208,303779
23209,80041
23210,171453
23211,55851
23212,132135
23213,94259
23214,94306
23215,70133
23216,94775
23217,113300
23218,150077
23219,55265
23220,131897
23221,150371
23222,91876
23223,79568
23224,333358
23225,74449
23226,102560
23227,173161
23228,447447
23229,131961
23230,178984
23231,114201
23232,185440
23233,149899
23234,207934
23235,128425
23236,188183
23237,88959
23238,130258
23239,135431
23240,87370
23241,99934
23242,1003400
23243,80637
23244,564593
23245,237078
23246,195336
23247,95679
23248,1365281
23249,118459
23250,1933678
23251,348602
23252,87865
23253,113880
23254,71575
23255,211469
23256,97309
23257,146775
23258,133427
23259,259815
23260,676707
23261,661999
23262,465720
23263,364732
23264,249314
23265,154834
23266,63057
23267,191798
23268,132457
23269,112346
23270,196283
23271,86918
23272,119039
23273,75607
23274,229879
23275,54350
23276,56870
23277,54217
23278,78035
23279,50393
23280,79067
23281,43517
23282,50733
23283,52730
23284,72005
23285,35505
23286,52097
23287,75660
23288,89110
23289,65575
23290,65925
23291,46250
23292,51880
23293,511796
23294,425159
23295,77229
23296,319105
23297,181260
23298,89978
23299,247915
23300,113692
23301,268100
23302,1276698
23303,162672
23304,706152
23305,348920
23306,301480
23307,236453
23308,110360
23309,114865
23310,74856
23311,155918
23312,115967
23313,384583
23314,50919
23315,157166
23316,140592
23317,88618
23318,65921
23319,102575
23320,157566
23321,222206
23322,120924
23323,65340
23324,92758
23325,215623
23326,64279
23327,52762
23328,85674
23329,160466
23330,81319
23331,99774
23332,81267
23333,120049
23334,501200
23335,152996
23336,245135
23337,121063
23338,81343
23339,425437
23340,357911
23341,104592
23342,113755
23343,130405
23344,115967
23345,103919
23346,231195
23347,39170
23348,76990
23349,186792
23350,78857
23351,105476
23352,87652
23353,139340
23354,102815
23355,142220
23356,96533
23357,72052
23358,135152
23359,187382
23360,82636
23361,111643
23362,130090
23363,102490
23364,70803
23365,78360
23366,127300
23367,48150
23368,54785
23369,184948
23370,165429
23371,159222
23372,139285
23373,265604
23374,232552
23375,111572
23376,203124
23377,158436
23378,196714
23379,160148
23380,88308
23381,74066
23382,254294
23383,92379
23384,121462
23385,115108
23386,42146
23387,71087
23388,90513
23389,89795
23390,51609
23391,89867
23392,82335
23393,43260
23394,67708
23395,130319
23396,201189
23397,61359
23398,63226
23399,77510
23400,70186
23401,56073
23402,234758
23403,128390
23404,367289
23405,52210
23406,89161
23407,112991
23408,87916
23409,118340
23410,158205
23411,153779
23412,376285
23413,27870
23414,260000
23415,102147
23416,228530
23417,72683
23418,116338
23419,143458
23420,150254
23421,177976
23422,111187
23423,70794
23424,107360
23425,425455
23426,828095
23427,406030
23428,99640
23429,167780
23430,97278
23431,157250
23432,184278
23433,54083
23434,70945
23435,188419
23436,28336
23437,195296
23438,172800
23439,52761
23440,109809
23441,192790
23442,84758
23443,87752
23444,140149
23445,107094
23446,125931
23447,133308
23448,193472
23449,143922
23450,98898
23451,85716
23452,138532
23453,241165
23454,131769
23455,123924
23456,174405
23457,272144
23458,133406
23459,224440
23460,61395
23461,152435
23462,200270
23463,112558
23464,104549
23465,173352
23466,159980
23467,91750
23468,111268
23469,114230
23470,84010
23471,87585
23472,100015
23473,195489
23474,150132
23475,157738
23476,101764
23477,177903
23478,118412
23479,90460
23480,187142
23481,54058
23482,175443
23483,38464
23484,52330
23485,101854
23486,96374
23487,607728
23488,44940
23489,96552
23490,254180
23491,68290
23492,53500
23493,109900
23494,166074
23495,60130
23496,140385
23497,69337
23498,72767
23499,197929
23500,108911
23501,102246
23502,45382
23503,75615
23504,147644
23505,110037
23506,56395
23507,172931
23508,49222
23509,96142
23510,83191
23511,116102
23512,68267
23513,125431
23514,143707
23515,74068
23516,159741
23517,117884
23518,73272
23519,91808
23520,24849
23521,68151
23522,152126
23523,114633
23524,56211
23525,71014
23526,96330
23527,59649
23528,69744
23529,162863
23530,144628
23531,99809
23532,69103
23533,139132
23534,47607
23535,96560
23536,41942
23537,96928
23538,84948
23539,133258
23540,119634
23541,108160
23542,193894
23543,139445
23544,165808
23545,432214
23546,307911
23547,66938
23548,113051
23549,180815
23550,229942
23551,44814
23552,167679
23553,114110
23554,579087
23555,381261
23556,383628
23557,188290
23558,77015
23559,152613
23560,168331
23561,160978
23562,4497165
23563,390526
23564,167422
23565,181310
23566,187022
23567,84278
23568,88863
23569,122840
23570,89413
23571,179980
23572,68517
23573,116591
23574,166682
23575,87190
23576,320000
23577,422283
23578,159487
23579,90189
23580,105345
23581,318048
23582,128230
23583,37628
23584,56616
23585,135171
23586,178793
23587,330984
23588,115262
23589,114562
23590,78751
23591,69134
23592,79364
23593,315522
23594,89680
23595,389815
23596,387664
23597,221765
23598,166678
23599,486335
23600,322632
23601,104500
23602,327753
23603,293822
23604,500000
23605,127142
23606,146228
23607,149415
23608,72808
23609,53664
23610,263758
23611,293041
23612,110740
23613,133478
23614,253380
23615,302342
23616,186608
23617,110810
23618,111722
23619,188210
23620,111326
23621,69128
23622,169432
23623,87335
23624,110271
23625,152625
23626,254691
23627,454550
23628,85200
23629,57365
23630,388360
23631,200439
23632,134390
23633,140865
23634,82245
23635,110701
23636,94790
23637,545652
23638,111866
23639,123920
23640,141917
23641,82776
23642,110854
23643,179972
23644,109352
23645,171060
